A genetic algorithm-support vector machine method with parameter optimization for selecting the tag SNPs.;2014;7
A graph-based recovery and decomposition of Swanson's hypothesis using semantic predications.;2014;5
A human-computer collaborative approach to identifying common data elements in clinical trial eligibility criteria.;2014;5
A machine-learned knowledge discovery method for associating complex phenotypes with complex genotypes. Application to pain.;2014;3
A method for estimating from thermometer sales the incidence of diseases that are symptomatically similar to influenza.;2014;0
A methodology for extending domain coverage in SemRep.;2014;0
A novel approach for connecting temporal-ontologies with blood flow simulations.;2014;2
A robust and simple security extension for the medical standard SCP-ECG.;2014;1
A semantic framework to protect the privacy of electronic health records with non-numerical attributes.;2014;7
A semi-supervised approach to extract pharmacogenomics-specific drug-gene pairs from biomedical literature for personalized medicine.;2014;1
A simulation to analyze feature selection methods utilizing gene ontology for gene expression classification.;2014;2
A survey of SNOMED CT implementations.;2014;12
A text processing pipeline to extract recommendations from radiology reports.;2014;6
A three stage ontology-driven solution to provide personalized care to chronic patients at home.;2014;5
Acquisition and evaluation of verb subcategorization resources for biomedicine.;2014;2
An Integrated Model for Patient Care and Clinical Trials (IMPACT) to support clinical research visit scheduling workflow for future learning health systems.;2014;3
An analysis of FMA using structural self-bisimilarity.;2014;2
An autonomous mobile system for the management of COPD.;2014;7
An enhanced CRFs-based system for information extraction from radiology reports.;2014;6
An innovative portal for rare genetic diseases research: The semantic Diseasecard.;2014;1
An ontology-based similarity measure for biomedical data - Application to radiology reports.;2014;4
Analysis of eligibility criteria representation in industry-standard clinical trial protocols.;2014;6
Annotating temporal information in clinical narratives.;2014;2
Applying formalized rules for treatment procedures to data delivered by personal medical devices.;2014;2
Approaches to verb subcategorization for biomedicine.;2014;2
Assertion modeling and its role in clinical phenotype identification.;2014;6
Assessing the reliability of an automated dose-rounding algorithm.;2014;1
Assessment of the Health IT Usability Evaluation Model (Health-ITUEM) for evaluating mobile health (mHealth) technology.;2014;10
Biomedical information through the implementation of social media environments.;2014;0
Biomedical text mining and its applications in cancer research.;2014;15
COnto-Diff: generation of complex evolution mappings for life science ontologies.;2014;11
Chronology of your health events: Approaches to extracting temporal relations from medical narratives.;2014;0
Circles of Health: Towards an advanced social network about disabilities of neurological origin.;2014;2
Classifying temporal relations in clinical data: A hybrid, knowledge-rich approach.;2014;0
Complementary ensemble clustering of biomedical data.;2014;3
Computer-interpretable clinical guidelines: A methodological review.;2014;35
Defining and measuring completeness of electronic health records for secondary use.;2014;9
Detecting concept relations in clinical text: Insights from a state-of-the-art model.;2014;4
Developing an expert panel process to refine health outcome definitions in observational data.;2014;3
Development and evaluation of a biomedical search engine using a predicate-based vector space model.;2014;1
Development and validation of a continuous measure of patient condition using the Electronic Medical Record.;2014;10
Digital video analysis of health professionals' interactions with an electronic whiteboard: A longitudinal, naturalistic study of changes to user interactions.;2014;0
Disambiguation of PharmGKB drug-disease relations with NDF-RT and SPL.;2014;4
EXpectation Propagation LOgistic REgRession (EXPLORER): Distributed privacy-preserving online model learning.;2014;4
Effects of time constraints on clinician-computer interaction: A study on information synthesis from EHR clinical notes.;2014;2
Efficient computation of interacting model systems.;2014;1
Enabling the use of hereditary information from pedigree tools in medical knowledge-based systems.;2014;1
Evaluating measures of semantic similarity and relatedness to disambiguate terms in biomedical text.;2014;5
Evidence of community structure in Biomedical Research Grant Collaborations.;2014;2
Extension of the survival dimensionality reduction algorithm to detect epistasis in competing risks models (SDR-CR).;2014;0
Extraction of events and temporal expressions from clinical narratives.;2014;3
Handbook of Analytic Philosophy of Medicine Series: Philosophy and Medicine, Vol 113. Kazem Sadegh-Zadeh (2012). XXXII, 1133 pp.;2014;0
Harmonization and semantic annotation of data dictionaries from the Pharmacogenomics Research Network: A case study.;2014;2
Health outcomes and related effects of using social media in chronic disease management: A literature review and analysis of affordances.;2014;18
Hemojuvelin-hepcidin axis modeled and analyzed using Petri nets.;2014;2
Informing the design of clinical decision support services for evaluation of children with minor blunt head trauma in the emergency department: A sociotechnical analysis.;2014;4
Interestingness measures and strategies for mining multi-ontology multi-level association rules from gene ontology annotations for the discovery of new GO relationships.;2014;4
Interoperability of clinical decision-support systems and electronic health records using archetypes: A case study in clinical trial eligibility.;2014;9
Intervention time prediction from surgical low-level tasks.;2014;7
Is standard multivariate analysis sufficient in clinical and epidemiological studies?;2014;2
Knowledge-based personalized search engine for the Web-based Human Musculoskeletal System Resources (HMSR) in biomechanics.;2014;2
Learning classification models from multiple experts.;2014;1
Leveraging concept-based approaches to identify potential phyto-therapies.;2014;1
MPM: A knowledge-based functional model of medical practice.;2014;1
Managing proposals and evaluations of updates to medical knowledge: Theory and applications.;2014;1
Measuring the level of activity in community built bio-ontologies.;2014;4
MedTime: A temporal information extraction system for clinical narratives.;2014;3
Methods for studying medical device technology and practitioner cognition: The case of user-interface issues with infusion pumps.;2014;2
Mitigation of adverse interactions in pairs of clinical practice guidelines using constraint logic programming.;2014;8
Modelling and analysing the dynamics of disease progression from cross-sectional studies.;2014;2
Multi-site study of surgical practice in neurosurgery based on surgical process models.;2014;2
Natural language processing: State of the art and prospects for significant progress, a workshop sponsored by the National Library of Medicine.;2014;12
Network-based target ranking for polypharmacological therapies.;2014;2
OWL-based reasoning methods for validating archetypes.;2014;3
Older adults and mobile phones for health: A review.;2014;9
Outlier detection for patient monitoring and alerting.;2014;8
PICO element detection in medical text without metadata: Are first sentences enough?;2014;2
PREDOSE: A semantic web platform for drug abuse epidemiology using social media.;2014;2
Partial least squares and logistic regression random-effects estimates for gene selection in supervised classification of gene expression data.;2014;1
Privacy-preserving screen capture: Towards closing the loop for health IT usability.;2014;1
Procurement of shared data instruments for Research Electronic Data Capture (REDCap).;2014;10
Publication bias in clinical trials of electronic health records.;2014;4
Recommendations for the design, implementation and evaluation of social support in online communities, networks, and groups.;2014;4
Rule-based support system for multiple UMLS semantic type assignments.;2014;1
SNOMED CT module-driven clinical archetype management.;2014;4
SYFSA: A framework for Systematic Yet Flexible Systems Analysis.;2014;0
Scenarios, personas and user stories: User-centered evidence-based design representations of communicable disease investigations.;2014;3
Secure information embedding into 1D biomedical signals based on SPIHT.;2014;1
Security and privacy in electronic health records: A systematic literature review.;2014;31
Selecting significant genes by randomization test for cancer classification using gene expression data.;2014;0
Selection of interdependent genes via dynamic relevance analysis for cancer diagnosis.;2014;1
Semantator: Semantic annotator for converting biomedical text to linked data.;2014;1
Semi-supervised clinical text classification with Laplacian SVMs: An application to cancer case management.;2014;4
Sharing clinical decisions for multimorbidity case management using social network and open-source tools.;2014;4
State of the art and open challenges in community-driven knowledge curation.;2014;6
Summarizing clinical pathways from event logs.;2014;11
TEMPTING system: A hybrid method of rule and machine learning for temporal relation extraction in patient discharge summaries.;2014;3
TRAK ontology: Defining standard care for the rehabilitation of knee conditions.;2014;2
Temporal relation discovery between events and temporal expressions identified in clinical narrative.;2014;2
Terminology representation guidelines for biomedical ontologies in the semantic web notations.;2014;4
Text classification for assisting moderators in online health communities.;2014;9
The Analytic Information Warehouse (AIW): A platform for analytics using electronic health record data.;2014;4
The DDI corpus: An annotated corpus with pharmacological substances and drug-drug interactions.;2014;12
The ISO/IEC 11179 norm for metadata registries: Does it cover healthcare standards in empirical research?;2014;3
Towards generating a patient's timeline: Extracting temporal relationships from clinical notes.;2014;1
Unsupervised biomedical named entity recognition: Experiments with clinical and biological texts.;2014;8
Unsupervised mining of frequent tags for clinical eligibility text indexing.;2014;7
Using chief complaints for syndromic surveillance: A review of chief complaint based classifiers in North America.;2014;2
Validating the semantics of a medical iconic language using ontological reasoning.;2014;5
Where we stand, where we are moving: Surveying computational techniques for identifying miRNA genes and uncovering their regulatory role.;2014;3
With how many users should you test a medical infusion pump? Sampling strategies for usability tests on high-risk systems.;2014;4
eTACTS: A method for dynamically filtering clinical trial search results.;2014;5
A classification approach to coreference in discharge summaries: 2011 i2b2 challenge.;2014;5
A clinical data warehouse-based process for refining medication orders alerts.;2014;2
A comparison of cataloged variation between International HapMap Consortium and 1000 Genomes Project data.;2014;5
A global travelers' electronic health record template standard for personal health records.;2014;4
A novel signal detection algorithm for identifying hidden drug-drug interactions in adverse event reports.;2014;21
A patient-driven adaptive prediction technique to improve personalized risk estimation for clinical decision support.;2014;3
A simple heuristic for blindfolded record linkage.;2014;4
A supervised framework for resolving coreference in clinical records.;2014;3
A system for coreference resolution for the clinical narrative.;2014;5
A systematic review of the psychological literature on interruption and its patient safety implications.;2014;13
A systematic review to evaluate the accuracy of electronic adverse drug event detection.;2014;6
A translational engine at the national scale: informatics for integrating biology and the bedside.;2014;21
A vector space model approach to identify genetically related diseases.;2014;5
AMIA Board white paper: definition of biomedical informatics and specification of core competencies for graduate education in the discipline.;2014;21
AMIA policy activities.;2014;0
Active learning for clinical text classification: is it better than random sampling?;2014;6
Adjusting outbreak detection algorithms for surveillance during epidemic and non-epidemic periods.;2014;7
Adoption of a wiki within a large internal medicine residency program: a 3-year experience.;2014;3
Adoption of electronic health records by medical specialty societies.;2014;0
Advantages of genomic complexity: bioinformatics opportunities in microRNA cancer signatures.;2014;8
Ambulatory prescribing errors among community-based providers in two states.;2014;3
American College of Medical Informatics Fellows, 2010 and 2011.;2014;0
An improved model for predicting postoperative nausea and vomiting in ambulatory surgery patients using physician-modifiable risk factors.;2014;3
An informatics agenda for public health: summarized recommendations from the 2011 AMIA PHI Conference.;2014;9
An offline mobile nutrition monitoring intervention for varying-literacy patients receiving hemodialysis: a pilot study examining usage and usability.;2014;6
Application of change point analysis to daily influenza-like illness emergency department visits.;2014;5
Applying knowledge-anchored hypothesis discovery methods to advance clinical and translational research: the OAMiner project.;2014;0
Are physicians' perceptions of healthcare quality and practice satisfaction affected by errors associated with electronic health record use?;2014;4
Automated discovery of drug treatment patterns for endocrine therapy of breast cancer within an electronic medical record.;2014;3
Automated extraction of ejection fraction for quality measurement using regular expressions in Unstructured Information Management Architecture (UIMA) for heart failure.;2014;6
Automated identification of extreme-risk events in clinical incident reports.;2014;3
Automatic classification of mammography reports by BI-RADS breast tissue composition class.;2014;4
Automatic discourse connective detection in biomedical text.;2014;5
Automation bias: a systematic review of frequency, effect mediators, and mitigators.;2014;5
Behavioral health providers' beliefs about health information exchange: a statewide survey.;2014;3
Bi-directional semantic similarity for gene ontology to optimize biological and clinical analyses.;2014;1
Big science, big data, and a big role for biomedical informatics.;2014;5
Building better guidelines with BRIDGE-Wiz: development and evaluation of a software assistant to promote clarity, transparency, and implementability.;2014;12
Calibrating predictive model estimates to support personalized medicine.;2014;5
Careers in informatics: a diversity of options with an abundance of jobs.;2014;0
Challenges in creating an opt-in biobank with a registrar-based consent process and a commercial EHR.;2014;5
Clinical decision support with automated text processing for cervical cancer screening.;2014;11
Clinical documentation: composition or synthesis?;2014;5
Clinical research informatics: a conceptual perspective.;2014;11
Clinical utility of sequence-based genotype compared with that derivable from genotyping arrays.;2014;0
Collaborative knowledge acquisition for the design of context-aware alert systems.;2014;2
Commercial off-the-shelf consumer health informatics interventions: recommendations for their design, evaluation and redesign.;2014;5
Comparison of a basic and an advanced pharmacotherapy-related clinical decision support system in a hospital care setting in the Netherlands.;2014;4
Complex-disease networks of trait-associated single-nucleotide polymorphisms (SNPs) unveiled by information theory.;2014;9
Computer-based safety surveillance and patient-centered health records.;2014;0
Computerized clinical decision support for medication prescribing and utilization in pediatrics.;2014;7
Consistency or efficiency? A dilemma for designers.;2014;0
Coreference analysis in clinical notes: a multi-pass sieve with alternate anaphora resolution modules.;2014;6
Coreference resolution of medical concepts in discharge summaries by exploiting contextual information.;2014;5
Cost-effectiveness of informatics and health IT: impact on finances and quality of care.;2014;3
Data quality assessment in healthcare: a 365-day chart review of inpatients' health records at a Nigerian tertiary hospital.;2014;3
Deriving rules and assertions from pharmacogenomics knowledge resources in support of patient drug metabolism efficacy predictions.;2014;1
Design and implementation of an automated email notification system for results of tests pending at discharge.;2014;2
Development and evaluation of a crowdsourcing methodology for knowledge base construction: identifying relationships between clinical problems and medications.;2014;7
Development of an optical character recognition pipeline for handwritten form fields from an electronic health record.;2014;2
Direct comparison between support vector machine and multinomial naive Bayes algorithms for medical abstract classification.;2014;1
Drug-drug interaction through molecular structure similarity analysis.;2014;9
Effects of an online personal health record on medication accuracy and safety: a cluster-randomized trial.;2014;9
Evaluating alert fatigue over time to EHR-based clinical trial alerts: findings from a randomized controlled study.;2014;15
Evaluating the reliability, validity, acceptability, and practicality of SMS text messaging as a tool to collect research data: results from the Feeding Your Baby project.;2014;7
Evaluating the state of the art in coreference resolution for electronic medical records.;2014;14
Evaluation of a prototype interactive consent program for pediatric clinical trials: a pilot study.;2014;3
Evaluation of an Android-based mHealth system for population surveillance in developing countries.;2014;21
Evaluation of computer-based medical histories taken by patients at home.;2014;1
Evaluation of record linkage between a large healthcare provider and the Utah Population Database.;2014;10
Executing medical logic modules expressed in ArdenML using Drools.;2014;2
Exploiting domain information for Word Sense Disambiguation of medical documents.;2014;5
Factors associated with difficult electronic health record implementation in office practice.;2014;4
Failure to utilize functions of an electronic prescribing system and the subsequent generation of 'technically preventable' computerized alerts.;2014;1
Feature engineering combined with machine learning and rule-based methods for structured information extraction from narrative clinical discharge summaries.;2014;12
Focus on health information technology, electronic health records and their financial impact: A framework for evaluating the appropriateness of clinical decision support alerts and responses.;2014;0
Focus on health information technology, electronic health records and their financial impact: Cost-effectiveness of a shared computerized decision support system for diabetes linked to electronic medical records.;2014;0
Focus on health information technology, electronic health records and their financial impact: Health information exchange technology on the front lines of healthcare: workflow factors and patterns of use.;2014;0
Focus on health information technology, electronic health records and their financial impact: Medication administration quality and health information technology: a national study of US hospitals.;2014;0
Focus on health information technology, electronic health records and their financial impact: PASTE: patient-centered SMS text tagging in a medication management system.;2014;0
Focus on health information technology, electronic health records and their financial impact: Prescribers' expectations and barriers to electronic prescribing of controlled substances.;2014;0
Focus on health information technology, electronic health records and their financial impact: Same organization, same electronic health records (EHRs) system, different use: exploring the linkage between practice member communication patterns and EHR use patterns in an ambulatory care setting.;2014;9
Focus on health information technology, electronic health records and their financial impact: The financial impact of health information exchange on emergency department care.;2014;1
Focus on health information technology, electronic health records and their financial impact: The impact of computer self-efficacy, computer anxiety, and perceived usability and acceptability on the efficacy of a decision support tool for colorectal cancer screening.;2014;11
Focus on health information technology, electronic health records and their financial impact: The impact of electronic health records on care of heart failure patients in the emergency room.;2014;0
Focus on health information technology, electronic health records and their financial impact: Transitioning between ambulatory EHRs: a study of practitioners' perspectives.;2014;0
Focus on health information technology, electronic health records and their financial impact: Transmitting and processing electronic prescriptions: experiences of physician practices and pharmacies.;2014;0
Focus on information retrieval: Predicting biomedical document access as a function of past use.;2014;0
Focus on information retrieval: Search filters to identify geriatric medicine in Medline.;2014;2
Focus on information retrieval: Search terms and a validated brief search filter to retrieve publications on health-related values in Medline: a word frequency analysis study.;2014;0
Focus on information retrieval: Utilization of two web-based continuing education courses evaluated by Markov chain model.;2014;0
Genetic testing behavior and reporting patterns in electronic medical records for physicians trained in a primary care specialty or subspecialty.;2014;0
Grid Binary LOgistic REgression (GLORE): building shared models without sharing data.;2014;9
Guided medication dosing for elderly emergency patients using real-time, computerized decision support.;2014;1
Harmonized patient-reported data elements in the electronic health record: supporting meaningful use by primary care action on health behaviors and key psychosocial factors.;2014;20
High-priority drug-drug interactions for use in electronic health records.;2014;13
Identifying disease genes and module biomarkers by differential interactions.;2014;18
Immediate financial impact of computerized clinical decision support for long-term care residents with renal insufficiency: a case study.;2014;2
Impact of a web-based personally controlled health management system on influenza vaccination and health services utilization rates: a randomized controlled trial.;2014;5
Impact of data fragmentation across healthcare centers on the accuracy of a high-throughput clinical phenotyping algorithm for specifying subjects with type 2 diabetes mellitus.;2014;11
Impact of electronic health record implementation on patient flow metrics in a pediatric emergency department.;2014;6
Implementation of a deidentified federated data network for population-based cohort discovery.;2014;7
Implementation of an innovative, integrated electronic medical record (EMR) and public health information exchange for HIV/AIDS.;2014;9
Implementation of the Department of Veterans Affairs' first point-of-care clinical trial.;2014;9
Importance of multi-modal approaches to effectively identify cataract cases from electronic health records.;2014;19
Improving completeness of electronic problem lists through clinical decision support: a randomized, controlled trial.;2014;8
Improving patient safety via automated laboratory-based adverse event grading.;2014;3
In response to: Method of electronic health record documentation and quality of primary care.;2014;10
Incorporating molecular and functional context into the analysis and prioritization of human variants associated with cancer.;2014;2
Informatics 2.0: implications of social media, mobile health, and patient-reported outcomes for healthcare and individual privacy.;2014;1
Informatics and data quality at collaborative multicenter Breast and Colon Cancer Family Registries.;2014;4
Informatics research to enable clinically relevant, personalized genomic medicine.;2014;0
Integrated morphologic analysis for the identification and characterization of disease subtypes.;2014;5
Intensive care unit nurses' information needs and recommendations for integrated displays to improve nurses' situation awareness.;2014;9
Internet portal use in an academic multiple sclerosis center.;2014;4
Large-scale prediction of adverse drug reactions using chemical, biological, and phenotypic properties of drugs.;2014;27
Lessons from the Canadian national health information technology plan for the United States: opinions of key Canadian experts.;2014;2
Leveraging medical thesauri and physician feedback for improving medical literature retrieval for case queries.;2014;1
Life sciences domain analysis model.;2014;2
MCORES: a system for noun phrase coreference resolution for clinical records.;2014;2
Machine learning-based coreference resolution of concepts in clinical documents.;2014;2
Mediation of adoption and use: a key strategy for mitigating unintended consequences of health IT implementation.;2014;2
Method of electronic health record documentation and quality of primary care.;2014;10
Missing values in deduplication of electronic patient data.;2014;3
Modeling nurses' acceptance of bar coded medication administration technology at a pediatric hospital.;2014;3
Moving toward multimedia electronic health records: how do we get there?;2014;1
Multidimensional evaluation of a radio frequency identification wi-fi location tracking system in an acute-care hospital setting.;2014;3
Multiplex meta-analysis of RNA expression to identify genes with variants associated with immune dysfunction.;2014;0
Named entity recognition of follow-up and time information in 20 000 radiology reports.;2014;3
National centers for biomedical computing: from the BISTI report to the future.;2014;1
Optimizing financial effects of HIE: a multi-party linear programming approach.;2014;2
Organizational complements to electronic health records in ambulatory physician performance: the role of support staff.;2014;3
Patient characteristics associated with venous thromboembolic events: a cohort study using pooled electronic health record data.;2014;9
Personal health records and hypertension control: a randomized trial.;2014;15
Physicians who use social media and other internet-based communication technologies.;2014;3
Pneumonia identification using statistical feature selection.;2014;7
Population-based proband-oriented pedigree information system: application to hypertension with population-based screening data (KCIS No. 25).;2014;0
Portability of an algorithm to identify rheumatoid arthritis in electronic health records.;2014;19
Practices and perspectives on building integrated data repositories: results from a 2010 CTSA survey.;2014;11
Predefined headings in a multiprofessional electronic health record system.;2014;0
Predicting the outcome of renal transplantation.;2014;3
Presence of key findings in the medical record prior to a documented high-risk diagnosis.;2014;1
President's column: Informatics professionals - ;2014;0
President's column: Remarks from incoming Board Chair.;2014;0
President's column: making a difference.;2014;0
President's column: reflections on AMIA's past 3 years.;2014;0
President's column: two important decisions, one clear direction...;2014;0
Prevalence of medication administration errors in two medical units with automated prescription and dispensing.;2014;3
Protecting count queries in study design.;2014;3
Quality evaluation of value sets from cancer study common data elements using the UMLS semantic groups.;2014;1
Reconciliation of the cloud computing model with US federal electronic health record regulations.;2014;15
Retail pharmacy staff perceptions of design strengths and weaknesses of electronic prescribing.;2014;4
Review of health information technology usability study methodologies.;2014;24
Reviewing social media use by clinicians.;2014;32
Self-reported fever and measured temperature in emergency department records used for syndromic surveillance.;2014;0
Shifts in the architecture of the Nationwide Health Information Network.;2014;7
Simbios: an NIH national center for physics-based simulation of biological structures.;2014;1
Standard practices for computerized clinical decision support in community hospitals: a national survey.;2014;6
Standards for reporting randomized controlled trials in medical informatics: a systematic review of CONSORT adherence in RCTs on clinical decision support.;2014;6
Stochastic model search with binary outcomes for genome-wide association studies.;2014;1
Surveillance of medication use: early identification of poor adherence.;2014;2
Survey non-response in an internet-mediated, longitudinal autism research study.;2014;1
Systematic review and evaluation of web-accessible tools for management of diabetes and related cardiovascular risk factors by patients and healthcare providers.;2014;7
The Center for Computational Biology: resources, achievements, and challenges.;2014;2
The Diabetes Telemonitoring Study Extension: an exploratory randomized comparison of alternative interventions to maintain glycemic control after withdrawal of diabetes home telemonitoring.;2014;3
The EpiCanvas infectious disease weather map: an interactive visual exploration of temporal and spatial correlations.;2014;2
The Hub Population Health System: distributed ad hoc queries and alerts.;2014;6
The NIH National Center for Integrative Biomedical Informatics (NCIBI).;2014;3
The National Alliance for Medical Image Computing, a roadmap initiative to build a free and open source software infrastructure for translational research in medical image analysis.;2014;3
The National Center for Biomedical Ontology.;2014;22
The SMART Platform: early experience enabling substitutable applications for electronic health records.;2014;18
The Triangle Model for evaluating the effect of health information technology on healthcare quality and safety.;2014;8
The challenges in making electronic health records accessible to patients.;2014;16
The coming age of data-driven medicine: translational bioinformatics' next frontier.;2014;15
The dangerous decade.;2014;14
The design and implementation of an open-source, data-driven cohort recruitment system: the Duke Integrated Subject Cohort and Enrollment Research Network (DISCERN).;2014;4
The economics of health information technology in medication management: a systematic review of economic evaluations.;2014;4
The effectiveness of a new generation of computerized drug alerts in reducing the risk of injury from drug side effects: a cluster randomized trial.;2014;5
The effectiveness of integrated health information technologies across the phases of medication management: a systematic review of randomized controlled trials.;2014;17
The effectiveness of interventions using electronic reminders to improve adherence to chronic medication: a systematic review of the literature.;2014;41
The future of health IT innovation and informatics: a report from AMIA's 2010 policy meeting.;2014;3
The impact of PACS on clinician work practices in the intensive care unit: a systematic review of the literature.;2014;4
The impact of an electronic health record on nurse sensitive patient outcomes: an interrupted time series analysis.;2014;5
The role of complementary bipartite visual analytical representations in the analysis of SNPs: a case study in ancestral informative markers.;2014;3
The use of count data models in biomedical informatics evaluation research.;2014;1
Transcriptional network predicts viral set point during acute HIV-1 infection.;2014;1
Translating Mendelian and complex inheritance of Alzheimer's disease genes for predicting unique personal genome variants.;2014;4
Translational informatics: an industry perspective.;2014;1
Triaging patients at risk of influenza using a patient portal.;2014;1
Unified Medical Language System term occurrences in clinical notes: a large-scale corpus analysis.;2014;9
Usability-driven pruning of large ontologies: the case of SNOMED CT.;2014;3
Use of diverse electronic medical record systems to identify genetic risk for type 2 diabetes within a genome-wide association study.;2014;38
Use of electronic health record data to evaluate overuse of cervical cancer screening.;2014;5
Use of the internet and an online personal health record system by US veterans: comparison of Veterans Affairs mental health service users and other veterans nationally.;2014;12
Using EHRs to integrate research with patient care: promises and challenges.;2014;14
Using FDA reports to inform a classification for health information technology safety problems.;2014;16
Using ontology-based annotation to profile disease research.;2014;6
Using systems and structure biology tools to dissect cellular phenotypes.;2014;2
Utility of gene-specific algorithms for predicting pathogenicity of uncertain gene variants.;2014;1
Vaccine adverse event text mining system for extracting features from vaccine safety reports.;2014;3
Validation of a common data model for active safety surveillance research.;2014;24
Validity of electronic health record-derived quality measurement for performance monitoring.;2014;26
Visualizing the operating range of a classification system.;2014;0
WHO guidance on electronic systems to manage data for tuberculosis care and control.;2014;0
When 'technically preventable' alerts occur, the design - not the prescriber - has failed.;2014;0
Where do we stand in the maze of health information systems?;2014;0
iDASH: integrating data for analysis, anonymization, and sharing.;2014;19
A centralized research data repository enhances retrospective outcomes research capacity: a case report.;2014;4
A flexible framework for recognizing events, temporal expressions, and temporal relations in clinical text.;2014;5
A hybrid system for temporal information extraction from clinical text.;2014;5
A novel, privacy-preserving cryptographic approach for sharing sequencing data.;2014;2
A practical approach to achieve private medical record linkage in light of public resources.;2014;8
A randomized controlled trial of screening for maternal depression with a clinical decision support system.;2014;7
A rule based solution to co-reference resolution in clinical text.;2014;0
A secure distributed logistic regression protocol for the detection of rare adverse drug events.;2014;6
A semantic-web oriented representation of the clinical element model for secondary use of electronic health records data.;2014;9
A sequence labeling approach to link medications and their attributes in clinical notes and clinical trial announcements for information extraction.;2014;4
A social network of hospital acquired infection built from electronic medical record data.;2014;1
A unified structural/terminological interoperability framework based on LexEVS: application to TRANSFoRm.;2014;8
AMIA's Code of Professional and Ethical Conduct.;2014;2
Adherence to drug-drug interaction alerts in high-risk patients: a trial of context-enhanced alerting.;2014;3
An end-to-end system to identify temporal relation in discharge summaries: 2012 i2b2 challenge.;2014;5
An i2b2-based, generalizable, open source, self-scaling chronic disease registry.;2014;13
An optimized web-based approach for collaborative stereoscopic medical visualization.;2014;1
Applying active learning to supervised word sense disambiguation in MEDLINE.;2014;2
Assessing the process of designing and implementing electronic health records in a statewide public health system: the case of Colima, Mexico.;2014;1
Automated identification of drug and food allergies entered using non-standard terminology.;2014;2
Automatically extracting sentences from Medline citations to support clinicians' information needs.;2014;5
Automating the medication regimen complexity index.;2014;15
Biomedical data privacy: problems, perspectives, and recent advances.;2014;10
Biomedical imaging informatics in the era of precision medicine: progress, challenges, and opportunities.;2014;2
BoB, a best-of-breed automated text de-identification system for VHA clinical documents.;2014;11
Brief communication: External phenome analysis enables a rational federated query strategy to detect changing rates of treatment-related complications associated with multiple myeloma.;2014;0
Brief communication: Facility characteristics associated with the use of electronic health records in residential care facilities.;2014;2
Brief communication: Patient-provider communication and trust in relation to use of an online patient portal among diabetes patients: The Diabetes and Aging Study.;2014;6
Building public trust in uses of Health Insurance Portability and Accountability Act de-identified data.;2014;10
Challenges to nurses' efforts of retrieving, documenting, and communicating patient care information.;2014;6
Changes in end-user satisfaction with Computerized Provider Order Entry over time among nurses and providers in intensive care units.;2014;6
Changes to the electronic health records market in light of health information technology certification and meaningful use.;2014;3
Chart biopsy: an emerging medical practice enabled by electronic health records and its impacts on emergency department-inpatient admission handoffs.;2014;2
Clinical decision support for genetically guided personalized medicine: a systematic review.;2014;16
Combing signals from spontaneous reports and electronic health records for detection of adverse drug reactions.;2014;23
Combining rules and machine learning for extraction of temporal expressions and events from clinical narratives.;2014;5
Comparative analysis of pharmacovigilance methods in the detection of adverse drug reactions using electronic medical records.;2014;9
Comparison of traditional versus mobile app self-monitoring of physical activity and dietary intake among overweight adults participating in an mHealth weight loss program.;2014;16
Comprehensive temporal information detection from clinical text: medical events, time, and TLINK identification.;2014;5
Consumer experience with and attitudes toward health information technology: a nationwide survey.;2014;16
Correspondence: Response to 'Use of an algorithm for identifying hidden drug-drug interactions in adverse event reports' by Gooden ;2014;0
Correspondence: Use of an algorithm for identifying hidden drug-drug interactions in adverse event reports.;2014;0
Data science and informatics: when it comes to biomedical data, is there a real distinction?;2014;2
Design and validation of an automated method to detect known adverse drug reactions in MEDLINE: a contribution from the EU-ADR project.;2014;11
Development and evaluation of an ensemble resource linking medications to their indications.;2014;10
Development and implementation of a biomedical informatics course for medical students: challenges of a large-scale blended-learning program.;2014;3
Dictionary construction and identification of possible adverse drug events in Danish clinical narrative text.;2014;8
Discretization of continuous features in clinical datasets.;2014;1
Drug-drug interactions that should be non-interruptive in order to reduce alert fatigue in electronic health records.;2014;13
Effectiveness of an automated surveillance system for intensive care unit-acquired infections.;2014;9
Enhancements in healthcare information technology systems: customizing vendor-supplied clinical decision support for a high-risk patient population.;2014;4
Evaluating standard terminologies for encoding allergy information.;2014;3
Evaluating temporal relations in clinical text: 2012 i2b2 Challenge.;2014;30
Eventual situations for timeline extraction from clinical reports.;2014;2
Explaining accesses to electronic medical records using diagnosis information.;2014;3
Extracting drug indication information from structured product labels using natural language processing.;2014;10
Factors influencing use of an e-health website in a community sample of older adults.;2014;11
Feasibility of using text messaging for unhealthy behaviors screening in a clinical setting: a case study on adolescent hazardous alcohol use.;2014;1
Finding falls in ambulatory care clinical documents using statistical text mining.;2014;3
From web search to healthcare utilization: privacy-sensitive studies from mobile data.;2014;5
Harmonization process for the identification of medical events in eight European healthcare databases: the experience from the EU-ADR project.;2014;11
Health surveillance using the internet and other sources of information.;2014;3
Healthcare information technology and economics.;2014;5
Hiding in plain sight: use of realistic surrogates to reduce exposure of protected health information in clinical text.;2014;7
Identifying clinical/translational research cohorts: ascertainment via querying an integrated multi-source database.;2014;3
Identifying primary and recurrent cancers using a SAS-based natural language processing algorithm.;2014;4
Impact of a clinical decision support system on antibiotic prescribing for acute respiratory infections in primary care: quasi-experimental trial.;2014;4
